-7.395555555555556326e-01	-7.173333333333333783e-01	-5.537777777777778132e-01	-7.711148481983052250e-01	4.179415524908177693e-01
-7.404444444444444606e-01	-7.111111111111111382e-01	-5.528888888888888742e-01	-7.716693432531207542e-01	4.172676989530696434e-01
-7.946666666666667433e-01	-6.808888888888888768e-01	-5.520000000000000462e-01	-5.373118128006049155e-01	6.698789976594290430e-01
-3.644444444444444597e-01	-6.880000000000000560e-01	-4.613333333333333175e-01	5.997356540898562960e-01	4.336706987166211169e-01
2.657777777777776684e-01	-7.057777777777778372e-01	-2.000000000000000666e-01	5.756341717272024372e-01	-3.601783858340906752e-01
5.164444444444444837e-01	-7.315555555555556255e-01	-6.835555555555555829e-01	5.817278710019915255e-01	4.622316218202645599e-01
-2.373333333333333961e-01	-7.359999999999999876e-01	-1.466666666666667229e-01	5.439134734782518077e-01	4.300520900396689328e-01
-1.600000000000000311e-01	-5.511111111111111072e-02	1.448888888888888449e-01	-2.231413928819876991e-01	-1.599848816748555558e-01
4.444444444444584086e-03	5.333333333333334370e-02	-1.031111111111111533e-01	-3.267839946959808506e-01	-4.576295610045527651e-01
7.644444444444442599e-01	1.902222222222221815e-01	-1.839999999999999414e-01	7.591685784062016662e-01	-2.823536629663471742e-01
-1.253333333333331856e-01	2.444444444444444642e-01	1.315555555555555367e-01	7.244858643989837699e-02	8.470953398074694274e-01
-3.466666666666666230e-01	-2.426666666666665861e-01	2.106666666666665577e-01	6.498824761128962901e-01	-1.975444491591399343e-01
2.933333333333334458e-01	-7.742222222222222561e-01	8.800000000000018918e-02	5.239939147230960881e-01	-2.785100994936164920e-01
1.893333333333333535e-01	-7.040000000000000702e-01	-4.568888888888888444e-01	4.319517359990735494e-01	5.574170079230889030e-01
-9.244444444444455122e-02	-7.075555555555556042e-01	1.928888888888889985e-01	-3.683564554695094029e-01	6.454320741405297213e-01
-7.893333333333333313e-01	-6.471111111111111924e-01	-1.066666666666660213e-02	-5.529189696190910386e-01	6.048741706680796915e-01
-7.368888888888889266e-01	-6.684444444444445077e-01	-4.879999999999999893e-01	-6.805878003962427814e-01	5.079397095751243540e-01
-7.351111111111111596e-01	-6.808888888888888768e-01	-4.897777777777778119e-01	-6.823299145093369988e-01	5.059089571541062202e-01
-7.351111111111111596e-01	-6.808888888888888768e-01	-4.897777777777778119e-01	-6.823299145093369988e-01	5.059089571541062202e-01
-7.351111111111111596e-01	-6.808888888888888768e-01	-4.897777777777778119e-01	-6.823299145093369988e-01	5.059089571541062202e-01
-6.008888888888889168e-01	-3.466666666666662344e-02	-4.871111111111111058e-01	6.764433096800220868e-02	7.700826101877151775e-01
-4.417777777777778248e-01	8.177777777777772705e-02	2.666666666666595020e-03	4.578208225260916309e-01	-4.149529490669523479e-02
-4.284444444444444611e-01	-3.102222222222221770e-01	6.293333333333335222e-01	1.413632284152959995e-01	-8.724937013649108897e-02
